country,project,submission_date,activity,subactivity,indicator_id,indicator_level,indicator,classification,unit,baseline,actual_to_date,end_of_compact_target,percent_complete_to_date,notes
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0003,Objective,Value-added for farms,Level,Thousands of US Dollars,67.7,,730,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0004,Objective,Value-added for farms (Paul),Level,Thousands of US Dollars,55.2,,204,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0005,Objective,Value-added for farms (Faja),Level,Thousands of US Dollars,8.4,,335,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0006,Objective,Value-added for farms (Mosteiros),Level,Thousands of US Dollars,4.1,,190,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0007,Water Management Activity,,,,,,,,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0008,Outcome,Volume of available water,Cumulative,Cubic Meters (m3),0,"352,978 ","465,800",76%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0009,Outcome,Volume of available water (Paul),Cumulative,Cubic Meters (m3),0,"313,576 ","439,800",71%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0010,Outcome,Volume of available water (Faja),Cumulative,Cubic Meters (m3),0,"11,000 ","12,000",92%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0011,Outcome,Volume of available water (Mosteiros),Cumulative,Cubic Meters (m3),0,"28,402 ","14,000",203%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0012,Outcome,Tons of solid material retained through soil conservation infrastructure,Cumulative,Tons,0,"46,763 ","25,552",183%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0013,Outcome,Tons of solid material retained through soil conservation infrastructure (Paul),Cumulative,Tons,0,"12,211 ","11,750",104%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0014,Outcome,Tons of solid material retained through soil conservation infrastructure (Faja),Cumulative,Tons,0,"33,573 ","4,427",758%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0015,Outcome,Tons of solid material retained through soil conservation infrastructure (Mosteiros),Cumulative,Tons,0,978 ,"9,375",10%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0016,Outcome,Reservoirs constructed,Cumulative,Number,0,28 ,28,100%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0017,Outcome,Reservoirs constructed (Paul),Cumulative,Number,0,13 ,13,100%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0018,Outcome,Reservoirs constructed (Faja),Cumulative,Number,0,8 ,8,100%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0019,Output,Reservoirs constructed (Mosteiros),Cumulative,Number,0,7 ,7,100%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0020,Output,USD value of irrigation construction contracts signed ,Level,Millions of US Dollars,0,"5,167,848 ",,,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0021,Output,USD value disbursed against irrigation works contracts signed,Cumulative,Millions of US Dollars,0,"5,043,885 ",,,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0022,Output,Percent of contracted irrigation construction works disbursed ,Cumulative,Percentage,0,98 ,100,98%,"MCA's reporting as of the last submission date; i.e., 13Dec10."
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0023,Process,Government approves new water pricing policy,Date,Date,,21-Jan-10,29-Aug-08,Complete,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0024,Agribusiness Development Services Activity,,,,,,,,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0025,Outcome,Number of crop cycles,Level,Number,1.33,,2,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0026,Outcome,Number of crop cycles (Paul),Level,Number,2,,3,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0027,Outcome,Number of crop cycles (Faja),Level,Number,1,,1.5,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0028,Outcome,Number of crop cycles (Mosteiros),Level,Number,1,,1.5,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0029,Outcome,Number of farmers that have applied improved techniques,Cumulative,Number,0,106 ,480,22%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0030,Outcome,Number of farmers adopting drip irrigation,Cumulative,Number,0,106 ,337,31%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0031,Outcome,Number of farmers adopting drip irrigation (Paul),Cumulative,Number,0,33 ,229,14%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0032,Outcome,Number of farmers adopting drip irrigation (Faja),Cumulative,Number,0,19 ,59,32%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0033,Outcome,Number of farmers adopting drip irrigation (Mosteiros),Cumulative,Number,0,54 ,49,110%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0034,Outcome,Hectares under improved or new irrigation,Cumulative,Hectares,0,13 ,111,12%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0035,Outcome,Hectares under improved or new irrigation (Paul),Cumulative,Hectares,0,4 ,58,7%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0036,Outcome,Hectares under improved or new irrigation (Faja),Cumulative,Hectares,0,3 ,29,11%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0037,Outcome,Hectares under improved or new irrigation (Mosteiros),Cumulative,Hectares,0,6 ,24,24%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0038,Outcome,Hectares under production,Cumulative,Hectares,0,,320,0%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0039,Output,Number of farmers trained in drip in irrigation,Cumulative,Number,0,446 ,640,70%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0040,Output,Number of farmers trained,Cumulative,Number,0,553 ,800,69%,The Ministry of Agriculture will continue to train farmers following the compact end date using MCC funded cirriculum and training materials.  Participating MFI's will continue to provide agricultural credit to qualified farmers following the compact end 
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0041,Output,Number of farmers trained (Paul),Cumulative,Number,0,160 ,325,49%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0042,Output,Number of farmers trained (Faja),Cumulative,Number,0,192 ,225,85%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0043,Output,Number of farmers trained (Mosteiros),Cumulative,Number,0,201 ,250,80%,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0044,Process,"Completion and equipping of rural extension centers in all watersheds (Paul, Faja and Mosteiros) ",Date,Date,,30-Dec-08,30-Sep-08,Complete,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0045,Process,Construct and equip packing and conservation service center in Paul watershed,Date,Date,,15-Sep-10,30-Dec-09,Complete,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0046,Credit Activity ,,,,,,,,
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0047,Outcome,Portfolio Risk above 90 days,Level,Percentage,,4.0,5,81%,Baseline data was not available due to inability of MFI's to monitor portfolio at risk prior to MCC-funded institutional strengthening interventions.
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0048,Output,USD Value of agricultural and rural loans,Cumulative,US Dollars,0,"617,000 ","600,000",103%,Based on consolidated MFI balance sheets as of the Compact end date as reported by Caixa Economica.
Cape Verde,Wstershed Management and Agricultural Support Project,"September 10, 2010",All Activities,N/A,CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0049,Output,Number of new loans disbursed - agriculture,Cumulative,Number,0,225 ,240,94%,
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,Goal,Poverty rate in the Northern Zone,Level,Percentage,53,48.4,46,65.71%,"BL.CWI.001
CWI.001.
Although the income has increased in the NZ by 27.91% compared to 2007, it is has not been sufficient for the households in order to reach income above the poverty line in 2011, which had a substantial increment due to the price of the household shopping basket and the current economic crisis in El Salvador.
Results from the multipurpose household survey 2012 will be available in 2013. Per Post Compact M&E Plan the MCC evaluator will report on this indicator."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,Goal,Annual per capita income in the Northern Zone,Level,US Dollars,720," 1,345.36 ",808,711%,"BL.CWI.002
CWI.002.
As it is stated in the Macroeconomic Study of the Northern Zone, remittances are an important part of the households income in the NZ,(40.3% of the Northern Zone received remittances on 2011) and previous studies indicate that the higher quantity of remittances in the NZ is due to the higher migration trends from localities of this particular region from El Salvador, as a result of this phenomena the deviation greater than 10% of target is explained.
Aditionally NZ Multipurpose Households Survey for 2011 reflects that annual per capita income has increased compared to the previous year $1,099. The annual per capita income of the NZ population in 2011 is: $1,345.
Results from the multipurpose household survey 2012 will be available in 2013. Per Post Compact M&E Plan the MCC evaluator will report on this indicator.
"
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0001,Goal,Increase in income of households near the Northern Transnational Highway,Level,Percentage,0,,6,,"1.CPI.001
Survey to occur in 2012 and 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0002,Goal,Land prices along the Northern Transnational Highway (per m2),Level,US Dollars,3.22,,3.4,,"BL.1.CPL.002
1.CPI.002
Survey to occur in 2012 and 2013; Evaluator to report on this indicator directly to MCC upon submission of the final evaluation report. See Post Compact M&E Plan for final report date."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0003,Outcome,Travel time from Guatemala to Honduras through the Northern Zone,Level,Hours,11.72,,5.7,,"BL.CPI.003
1.CPI.003
MOP to undertake traffic study; date TBD."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0004,Outcome,Vehicle operating costs on the Northern Transnational Highway,Level,US Dollars,0.49,,0.37,,"BL.CPI.004
1.CPI.004
MOP to undertake traffic study; date TBD."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0005,Outcome,Average annual daily traffic,Level,Number,270,,962,,"BL.1.CPI.005
1.CPI.005
MOP to undertake traffic study; date TBD."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0006,Outcome,Average annual daily traffic; Primary,Level,Number,0,, ,,"1.CPI.006
N/A"
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0007,Outcome,Average annual daily traffic; Secondary,Level,Number,0,, ,,"1.CPI.007
MOP to undertake traffic study; date TBD."
El Salvador,All Projects and Activities,"December 10, 2012",All Activities,N/A,EL SALVADOR_ALL PROJECTS AND ACTIVITIES_0008,Outcome,Average annual daily traffic; Tertiary,Level,Number,0,, , ,"1.CPI.008
MOP to undertake traffic study; date TBD."
