indicator_id,compact_year,timeframe,q1,q2,q3,q4,yearly_target,percent_complete
CAPE VERDE_INFRASTRUCTURE_0003,5,,85.9,89.9,92.8,89.3,100,89%
CAPE VERDE_INFRASTRUCTURE_0004,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0004,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0004,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0004,4,,"42,322,088","42,322,088","42,884,886","43,305,922",,
CAPE VERDE_INFRASTRUCTURE_0004,5,,"43,305,922","43,305,922","44,033,620","44,400,000",,
CAPE VERDE_INFRASTRUCTURE_0005,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0005,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0005,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0005,4,,"7,687,187","10,816,523","14,154,959","17,723,964","17,183,678",103%
CAPE VERDE_INFRASTRUCTURE_0005,5,,"19,699,178","23,542,455","33,698,051","39,900,000","44,033,620",91%
CAPE VERDE_INFRASTRUCTURE_0006,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0006,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0006,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0006,4,,18.2,25.6,33.0,40.9,49,84%
CAPE VERDE_INFRASTRUCTURE_0006,5,,45.49,54.36,76.53,89.86,100,90%
CAPE VERDE_INFRASTRUCTURE_0007,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0007,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0007,3,,,,,30-Sep-08,31-Jul-08,Complete
CAPE VERDE_INFRASTRUCTURE_0007,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0007,5,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0008,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0008,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0008,3,,,,,,7-Aug-08,Pending
CAPE VERDE_INFRASTRUCTURE_0008,4,,22-Dec-08,,,,,
CAPE VERDE_INFRASTRUCTURE_0008,5,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0009,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0009,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0009,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0009,4,,31-Dec-08,,,,23-Oct-08,Complete
CAPE VERDE_INFRASTRUCTURE_0009,5,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0010,1,(Oct-2005 to Sept-2006),,,"1,120,000","1,120,000",,
CAPE VERDE_INFRASTRUCTURE_0010,2,,"1,590,000","1,590,000","1,590,000","2,260,000",,
CAPE VERDE_INFRASTRUCTURE_0010,3,,"2,320,000","2,320,000","2,320,000","2,680,000",,
CAPE VERDE_INFRASTRUCTURE_0010,4,,"3,220,000","3,220,000","3,520,000","3,520,000",,
CAPE VERDE_INFRASTRUCTURE_0010,5,,"3,520,000","3,520,000","3,520,000","3,520,000",,
CAPE VERDE_INFRASTRUCTURE_0011,1,(Oct-2005 to Sept-2006),,,,"41,328",,
CAPE VERDE_INFRASTRUCTURE_0011,2,,"126,451","228,265","348,162","548,679",,
CAPE VERDE_INFRASTRUCTURE_0011,3,,"770,340","1,225,706","1,577,205","1,801,775",,
CAPE VERDE_INFRASTRUCTURE_0011,4,,"1,971,641","2,271,845","2,465,344","2,706,729",,
CAPE VERDE_INFRASTRUCTURE_0011,5,,"3,013,622","3,112,288","3,173,503","3,230,000",,
CAPE VERDE_INFRASTRUCTURE_0012,1,(Oct-2005 to Sept-2006),,,,3.7,,
CAPE VERDE_INFRASTRUCTURE_0012,2,,8,14.4,21.9,24.3,,
CAPE VERDE_INFRASTRUCTURE_0012,3,,33.2,52.8,68.0,67.2,,
CAPE VERDE_INFRASTRUCTURE_0012,4,,61.2,70.6,70.0,76.9,,
CAPE VERDE_INFRASTRUCTURE_0012,5,,85.6,88.4,90.2,91.8,100,92%
CAPE VERDE_INFRASTRUCTURE_0013,1,(Oct-2005 to Sept-2006),,,"12,160,000","12,160,000",,
CAPE VERDE_INFRASTRUCTURE_0013,2,,"16,240,000","16,240,000","17,250,000","18,240,000",,
CAPE VERDE_INFRASTRUCTURE_0013,3,,"18,290,000","18,380,000","18,390,000","18,390,000",,
CAPE VERDE_INFRASTRUCTURE_0013,4,,"18,420,000","20,370,000","23,010,000","23,390,000",,
CAPE VERDE_INFRASTRUCTURE_0013,5,,"23,910,000","24,280,000","24,039,000","24,280,000",,
CAPE VERDE_INFRASTRUCTURE_0014,1,(Oct-2005 to Sept-2006),,,,"2,273,787",,
CAPE VERDE_INFRASTRUCTURE_0014,2,,"2,694,307","2,801,234","2,801,234","3,741,882",,
CAPE VERDE_INFRASTRUCTURE_0014,3,,"3,920,002","4,085,266","4,433,299","6,022,272",,
CAPE VERDE_INFRASTRUCTURE_0014,4,,"9,022,167","11,484,384","14,384,140","18,500,358",,
CAPE VERDE_INFRASTRUCTURE_0014,5,,"20,103,079","22,367,933","23,498,829","24,279,171",,
CAPE VERDE_INFRASTRUCTURE_0015,1,(Oct-2005 to Sept-2006),,,,18.7,,
CAPE VERDE_INFRASTRUCTURE_0015,2,,16.6,17.3,16.2,20.5,,
CAPE VERDE_INFRASTRUCTURE_0015,3,,21.4,22.2,24.1,32.7,,
CAPE VERDE_INFRASTRUCTURE_0015,4,,49.0,56.4,62.5,79.1,,
CAPE VERDE_INFRASTRUCTURE_0015,5,,84.1,92.1,97.8,100,100,100%
CAPE VERDE_INFRASTRUCTURE_0016,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0016,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0016,3,,,,63.4,63.4,,
CAPE VERDE_INFRASTRUCTURE_0016,4,,63.4,63.4,63.4,63.4,,
CAPE VERDE_INFRASTRUCTURE_0016,5,,63.4,63.4,63.4,63.4,63.4,100%
CAPE VERDE_INFRASTRUCTURE_0017,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0017,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0017,3,,,,40.6,40.6,,
CAPE VERDE_INFRASTRUCTURE_0017,4,,40.6,40.6,40.6,40.6,,
CAPE VERDE_INFRASTRUCTURE_0017,5,,40.6,40.6,40.6,40.6,40.6,100%
CAPE VERDE_INFRASTRUCTURE_0018,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0018,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0018,3,,,,,10,,
CAPE VERDE_INFRASTRUCTURE_0018,4,,10,17,26,26,,
CAPE VERDE_INFRASTRUCTURE_0018,5,,40.6,40.6,40.6,40.6,40.6,100%
CAPE VERDE_INFRASTRUCTURE_0019,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0019,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0019,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0019,4,,,,,0,0,100%
CAPE VERDE_INFRASTRUCTURE_0019,5,,0,0,0,0,0,100%
CAPE VERDE_INFRASTRUCTURE_0020,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0020,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0020,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0020,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0020,5,,2,2,2,2,2,100%
CAPE VERDE_INFRASTRUCTURE_0021,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0021,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0021,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0021,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0021,5,,2,2,2,2,2,100%
CAPE VERDE_INFRASTRUCTURE_0022,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0022,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0022,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0022,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0022,5,,2,2,2,2,2,100%
CAPE VERDE_INFRASTRUCTURE_0023,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0023,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0023,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0023,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0023,5,,2,2,2,2,2,100%
CAPE VERDE_INFRASTRUCTURE_0024,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0024,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0024,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0024,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0024,5,,2,2,2,2,2,100%
CAPE VERDE_INFRASTRUCTURE_0025,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0025,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0025,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0025,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0025,5,,2,2,2,2,10,200%
CAPE VERDE_INFRASTRUCTURE_0026,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0026,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0026,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0026,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0026,5,,,,,432,375,174%
CAPE VERDE_INFRASTRUCTURE_0027,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0027,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0027,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0027,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0027,5,,,,,235,554,-180%
CAPE VERDE_INFRASTRUCTURE_0028,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0028,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0028,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0028,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0028,5,,,,,268,684,-195%
CAPE VERDE_INFRASTRUCTURE_0029,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0029,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0029,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0029,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0029,5,,,,,79,58,275%
CAPE VERDE_INFRASTRUCTURE_0030,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0030,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0030,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0030,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0030,5,,,,,50,626,-347%
CAPE VERDE_INFRASTRUCTURE_0031,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0031,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0031,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0031,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0031,5,,,,,76,695,-333%
CAPE VERDE_INFRASTRUCTURE_0032,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0032,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0032,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0032,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0032,5,,,,,644,963,-61%
CAPE VERDE_INFRASTRUCTURE_0033,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0033,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0033,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0033,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0033,5,,,,,50,845,-357%
CAPE VERDE_INFRASTRUCTURE_0034,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0034,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0034,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0034,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0034,5,,,,,184,517,-211%
CAPE VERDE_INFRASTRUCTURE_0035,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0035,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0035,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0035,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0035,5,,,,,70,65,108%
CAPE VERDE_INFRASTRUCTURE_0036,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0036,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0036,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0036,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0036,5,,,,,7.3,48,778%
CAPE VERDE_INFRASTRUCTURE_0037,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0037,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0037,3,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0037,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0037,5,,,,,,1.9,
CAPE VERDE_INFRASTRUCTURE_0038,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0038,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0038,3,,,,,11-Aug-08,31-Jul-08,Complete
CAPE VERDE_INFRASTRUCTURE_0038,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0038,5,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0039,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_INFRASTRUCTURE_0039,2,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0039,3,,,,,11-Aug-08,30-Jun-08,Complete
CAPE VERDE_INFRASTRUCTURE_0039,4,,,,,,,
CAPE VERDE_INFRASTRUCTURE_0039,5,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0001,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0001,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0001,3,,"212,729",,,,"256,000",-32%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0001,4,,"295,241","286,240","360,346","372,779","287,000",234%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0001,5,,"395,237","391,936","385,568","385,568","323,000",163%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0002,1,(Oct-2005 to Sept-2006),,,,,"152,528",
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0002,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0002,3,,"149,476",,,,"175,000",-14%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0002,4,,"215,864","208,164","264,945","276,303","194,000",298%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0002,5,,"286,677","280,130","272,966","272,966","222,000",173%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0003,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0003,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0003,3,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0003,4,,10.8,10.8,11,10.9,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0003,5,,10.6,10.8,10.1,10.1,14,295%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0004,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0004,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0004,3,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0004,4,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0004,5,,,,,5/5,4/5,150%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0005,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0005,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0005,3,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0005,4,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0005,5,,,,,3/5,3/5,100%
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0006,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0006,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0006,3,,,,,,6-Jun-08,Pending
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0006,4,,,12-Feb-09,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0006,5,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0007,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0007,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0007,3,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0007,4,,,,,,5-Dec-08,Pending
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0007,5,,,24-Mar-10,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0008,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0008,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0008,3,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0008,4,,18-Dec-08,,,,3-Oct-08,Complete
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0008,5,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0009,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0009,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0009,3,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0009,4,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0009,5,,,,,14-Aug-10,26-May-10,Complete
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0010,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0010,2,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0010,3,,,,,,30-Sep-08,Pending
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0010,4,,,,,,,
CAPE VERDE_PRIVATE SECTOR DEVELOPMENT_0010,5,,5-Nov-09,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0001,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0001,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0001,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0001,4,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0001,5,,,,,,14,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0002,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0002,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0002,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0002,4,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0002,5,,,,,,11,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0003,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0003,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0003,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0003,4,,,,,,509,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0003,5,,,,,,729.6,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0004,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0004,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0004,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0004,4,,,,,,130,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0004,5,,,,,,204.3,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0005,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0005,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0005,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0005,4,,,,,,252,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0005,5,,,,,,335.1,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0006,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0006,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0006,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0006,4,,,,,,127,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0006,5,,,,,,190.2,0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0007,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0007,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0007,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0007,4,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0007,5,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0008,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0008,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0008,3,,,,,,"6,600",0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0008,4,,,,,"44,950","239,200",19%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0008,5,,"139,090","223,757","266,243","352,978 ","465,800",76%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0009,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0009,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0009,3,,,,,,"6,600",0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0009,4,,,,,"41,490","226,200",18%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0009,5,,"130,497","205,588","240,106","313,576 ","439,800",71%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0010,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0010,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0010,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0010,4,,,,,"2,000","6,000",33%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0010,5,,"4,000","4,000","4,000","11,000 ","12,000",92%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0011,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0011,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0011,3,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0011,4,,,,,"1,460","7,000",21%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0011,5,,"4,593","14,169","22,137","28,402 ","14,000",203%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0012,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0012,2,,,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0012,3,,,,,,"8,688",0%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0012,4,,530,530,530,"11,131","25,552",44%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0012,5,,"25,050","41,836","41,836","46,763 ","25,552",183%
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0013,1,(Oct-2005 to Sept-2006),,,,,,
CAPE VERDE_WSTERSHED MANAGEMENT AND AGRICULTURAL SUPPORT PROJECT_0013,2,,,,,,,
